index,TOOL,EVENT_ID,DATE_TIME,TRANSACTION_CODE,NEW_AVAILABLE_CODE,COMMENT,Problem,Actions,Category
216,RIE03     ,0,4/7/2026 15:15,UMCOMP,D,"Problem:As per ME ran etch quals., PRC:To qual., Action:Followed ME instruction and teste, d Etch rate quals.Quals passed..., Problem:As per ME ran etch quals., PRC:To qual., Action:Followed ME instruction and teste, d Etch rate quals.Quals passed..., Problem:As per ME ran etch quals., PRC:To qual., Action:Followed ME instruction and teste, d Etch rate quals.Quals passed...","As per ME ran etch quals., PRC:To qual.",Followed ME instruction and tested etch rate quals. Quals passed.,
217,RIE03     ,0,4/9/2026 6:46,UMCOMP,D,"Problem:, TM is not pump down., Action:, Manual pump down TM and LM without, issues, RTP., Problem:, TM is not pump down., Action:, Manual pump down TM and LM without, issues, RTP., Problem:, TM is not pump down., Action:, Manual pump down TM and LM without, issues, RTP.",TM is not pumped down,Manually pumped down TM and LM without issues; returned to production (RTP),Pump issues
218,RIE03     ,0,4/13/2026 0:07,UMCOMP,D,"stopped process, unloaded wafers. ran, dummy on same recipe as error occurred, with no problems.   RTP, stopped process, unloaded wafers. ran, dummy on same recipe as error occurred, with no problems.   RTP, stopped process, unloaded wafers. ran, dummy on same recipe as error occurred, with no problems.   RTP",,Stopped process and unloaded wafers; ran dummy wafers on same recipe where error previously occurred; observed no problems; repeated this RTP sequence multiple times.,Others
219,RIE03     ,0,4/14/2026 2:26,UMCOMP,D,"Problem: TM not pumping down., Action: Cleaned LL o-ring. Retry pump., OK. Qual as needed., Problem: TM not pumping down., Action: Cleaned LL o-ring. Retry pump., OK. Qual as needed., Problem: TM not pumping down., Action: Cleaned LL o-ring. Retry pump., OK. Qual as needed.",TM not pumping down.,Cleaned LL o-ring; retried pump; OK; qualify as needed.,Pump issues
220,RIE03     ,0,4/15/2026 3:07,UMCOMP,D,"Problem:, SCRATCHES ON BLK K, PRC:, Unknown, Act:, Day shift vented and replaced the clamp, Ran multiple sets of dummies., Showed MEVC a completed wafer. O.K., to comp. Tool was vented. Qual is, needed, Problem:, SCRATCHES ON BLK K, PRC:, Unknown, Act:, Day shift vented and replaced the clamp, Ran multiple sets of dummies., Showed MEVC a completed wafer. O.K., to comp. Tool was vented. Qual is, needed, Problem:, SCRATCHES ON BLK K, PRC:, Unknown, Act:, Day shift vented and replaced the clamp, Ran multiple sets of dummies., Showed MEVC a completed wafer. O.K., to comp. Tool was vented. Qual is, needed","SCRATCHES ON BLK K, PRC unknown",Day shift vented tool and replaced the clamp; ran multiple sets of dummies; showed MEVC a completed wafer and received OK to continue production; tool was vented; qualification is needed.,Scrath issues
221,RIE03     ,0,4/15/2026 7:57,UMCOMP,D,"Problem:Etch rate failed., PRC:RF1 delay., Action:Change the delay to 2000ms., Both quals passed.RTM.., Problem:Etch rate failed., PRC:RF1 delay., Action:Change the delay to 2000ms., Both quals passed.RTM.., Problem:Etch rate failed., PRC:RF1 delay., Action:Change the delay to 2000ms., Both quals passed.RTM..",Etch rate failed; RF1 delay issue (PRC: RF1 delay).,Changed RF1 delay to 2000 ms; both qualifications passed; RTM (return to manufacturing).,Etch Rate issues
222,RIE03     ,0,4/22/2026 14:55,UMCOMP,D,"Problem:, Tool alarm. RF1 RF/DC voltage is out, compliance.Setpoint= 50.0 +/- 40.0, Actual= 0.2 V., Action: Reseted RF generator and tuning, matching box. Test run completd without, further issues.  RTP.,                     Von/Sunny., Problem:, Tool alarm. RF1 RF/DC voltage is out, compliance.Setpoint= 50.0 +/- 40.0, Actual= 0.2 V., Action: Reseted RF generator and tuning, matching box. Test run completd without, further issues.  RTP.,                     Von/Sunny., Problem:, Tool alarm. RF1 RF/DC voltage is out, compliance.Setpoint= 50.0 +/- 40.0, Actual= 0.2 V., Action: Reseted RF generator and tuning, matching box. Test run completd without, further issues.  RTP.,                     Von/Sunny.","Tool alarm: RF1 RF/DC voltage out of compliance. Setpoint = 50.0 +/- 40.0, Actual = 0.2 V.","Reset RF generator and tuning, reset matching box; performed test run, completed without further issues.",RF voltage is out of compliance
223,RIE03     ,0,4/24/2026 13:37,UMCOMP,D,"back to production, back to production, back to production",,back to production; back to production; back to production,
224,RIE03     ,0,4/25/2026 9:01,UMCOMP,D,"Problem:, Tool Alarm: RF1 RF/DC voltage is out, of compliance.Setpoint=50.0 +/-40.0,, Act: Test run MPL1O24 was good. Other, recipes as N2O2 and TMR-FLTR were not, good. RF1 issues. RTP for MPL process, per M-sup., Problem:, Tool Alarm: RF1 RF/DC voltage is out, of compliance.Setpoint=50.0 +/-40.0,, Act: Test run MPL1O24 was good. Other, recipes as N2O2 and TMR-FLTR were not, good. RF1 issues. RTP for MPL process, per M-sup., Problem:, Tool Alarm: RF1 RF/DC voltage is out, of compliance.Setpoint=50.0 +/-40.0,, Act: Test run MPL1O24 was good. Other, recipes as N2O2 and TMR-FLTR were not, good. RF1 issues. RTP for MPL process, per M-sup.","Tool Alarm: RF1 RF/DC voltage is out of compliance. Setpoint=50.0 +/-40.0. RF1 issues observed; some recipes (N2O2, TMR-FLTR) not running good.",Performed test run MPL1O24; result was good. Evaluated other recipes N2O2 and TMR-FLTR; found not good. Decided on RTP for MPL process per M-sup guidance.,RF voltage is out of compliance
225,RIE03     ,0,4/30/2026 3:04,UMCOMP,D,"Problem:, Having problem for TM to pumpdown below, atmosphere, PRC:, dirty o-ring, Act:, Wiped the LL door o-ring and tried again, Chamber pumped down, Problem:, Having problem for TM to pumpdown below, atmosphere, PRC:, dirty o-ring, Act:, Wiped the LL door o-ring and tried again, Chamber pumped down, Problem:, Having problem for TM to pumpdown below, atmosphere, PRC:, dirty o-ring, Act:, Wiped the LL door o-ring and tried again, Chamber pumped down",Having problem for TM to pumpdown below atmosphere; suspected dirty LL door o-ring,Wiped the LL door o-ring and tried again; chamber pumped down,Pump issues
226,RIE03     ,0,5/10/2026 11:31,UMCOMP,D,"Problem: Etch rate failed., PRC: RF1 delay., ACTION:: Changed ICP delay to 2000ms, from 5000ms., Problem: Etch rate failed., PRC: RF1 delay., ACTION:: Changed ICP delay to 2000ms, from 5000ms., Problem: Etch rate failed., PRC: RF1 delay., ACTION:: Changed ICP delay to 2000ms, from 5000ms.",Etch rate failed; RF1 delay (PRC: RF1 delay).,Changed ICP delay to 2000ms from 5000ms.,Etch Rate issues
227,RIE03     ,0,5/13/2026 18:01,UMCOMP,D,"Problem:RF2 power not in compliance,, PRc:Wafer., Action:Stopped process and unloaded the, wafer.Re-set the tune/load and ran a, test wafer with the failed recipe and, process completed w/o issues..RTM.., Problem:RF2 power not in compliance,, PRc:Wafer., Action:Stopped process and unloaded the, wafer.Re-set the tune/load and ran a, test wafer with the failed recipe and, process completed w/o issues..RTM.., Problem:RF2 power not in compliance,, PRc:Wafer., Action:Stopped process and unloaded the, wafer.Re-set the tune/load and ran a, test wafer with the failed recipe and, process completed w/o issues..RTM..","RF2 power not in compliance, PRc: Wafer.",Stopped process and unloaded the wafer. Reset the tune/load. Ran a test wafer with the failed recipe; process completed without issues.,RF voltage is out of compliance
228,RIE03     ,0,5/19/2026 16:20,UMCOMP,D,"Problem:Cassette failed to map., PRC;Mapping sensor., Action:We multiple issues.The right side, light source was weak.Swapped it with, the left side.We also replaced the, mirror on the prizm which had cracks on, it.Finally replace the transmitter to, right side mapping sensor.Tested with, full cassette and its mapping correctly.,                  Edward/Von/Sunny/Ajit, Problem:Cassette failed to map., PRC;Mapping sensor., Action:We multiple issues.The right side, light source was weak.Swapped it with, the left side.We also replaced the, mirror on the prizm which had cracks on, it.Finally replace the transmitter to, right side mapping sensor.Tested with, full cassette and its mapping correctly.,                  Edward/Von/Sunny/Ajit, Problem:Cassette failed to map., PRC;Mapping sensor., Action:We multiple issues.The right side, light source was weak.Swapped it with, the left side.We also replaced the, mirror on the prizm which had cracks on, it.Finally replace the transmitter to, right side mapping sensor.Tested with, full cassette and its mapping correctly.,                  Edward/Von/Sunny/Ajit","Cassette failed to map; mapping sensor issue (right side light source weak, mirror on prism cracked, transmitter issue on right side mapping sensor).",Identified multiple issues on mapping sensor. Noted weak right-side light source and swapped it with the left side. Replaced the cracked mirror on the prism. Replaced the transmitter for the right-side mapping sensor. Tested with a full cassette and confirmed mapping correctly.,System Operating issues
229,RIE03     ,0,5/26/2026 23:57,UMCOMP,D,"Problem: RF1 DC/RF intermittnet on, recipe N2O2 and TMR-FLTR., Action: Run other reipes. Qual as needed, Problem: RF1 DC/RF intermittnet on, recipe N2O2 and TMR-FLTR., Action: Run other reipes. Qual as needed, Problem: RF1 DC/RF intermittnet on, recipe N2O2 and TMR-FLTR., Action: Run other reipes. Qual as needed","RF1 DC/RF intermittent on, recipes N2O2 and TMR-FLTR.",Ran other recipes. Qual as needed.,RF voltage is out of compliance
230,RIE03     ,0,6/6/2026 5:12,UMCOMP,D,"Test run completed w/o any issue. RTP., Test run completed w/o any issue. RTP., Test run completed w/o any issue. RTP.",,Test run completed without any issues (RTP) multiple times.,
231,RIE03     ,0,6/15/2026 19:02,UMCOMP,D,"Problem LL/TM not pumping down., Action: Cleaned door seal with acetone., Cleaned o-ring with IPA. LL/TM pump, down to 40mt. Qual as needed., Problem LL/TM not pumping down., Action: Cleaned door seal with acetone., Cleaned o-ring with IPA. LL/TM pump, down to 40mt. Qual as needed., Problem LL/TM not pumping down., Action: Cleaned door seal with acetone., Cleaned o-ring with IPA. LL/TM pump, down to 40mt. Qual as needed.",LL/TM not pumping down.,Cleaned door seal with acetone. Cleaned o-ring with IPA. Pumped LL/TM down to 40mt. Qual as needed.,Pump issues
232,RIE03     ,0,6/22/2026 10:24,UMCOMP,D,"PROBLEM:ETCH RATE FAILED., PRC:PLAMA GO ON DELAY, ACTION:CHANGED THE DELAY FROM 5000 TO, 2000., PROBLEM:ETCH RATE FAILED., PRC:PLAMA GO ON DELAY, ACTION:CHANGED THE DELAY FROM 5000 TO, 2000., PROBLEM:ETCH RATE FAILED., PRC:PLAMA GO ON DELAY, ACTION:CHANGED THE DELAY FROM 5000 TO, 2000.",ETCH RATE FAILED; PRC: PLASMA GO ON DELAY,Changed the delay from 5000 to 2000 (repeated for each occurrence),Etch Rate issues
233,RIE03     ,0,6/29/2026 17:00,UMCOMP,D,"Problem:RF1 DC/V not coming on., PRC:Wafer., Action:Stopped process and unloaded the, wafer.Ran a dummy with the monitor recip, e and completed process w/o issues.OP, to try with a new slim etch wafer.., Problem:RF1 DC/V not coming on., PRC:Wafer., Action:Stopped process and unloaded the, wafer.Ran a dummy with the monitor recip, e and completed process w/o issues.OP, to try with a new slim etch wafer.., Problem:RF1 DC/V not coming on., PRC:Wafer., Action:Stopped process and unloaded the, wafer.Ran a dummy with the monitor recip, e and completed process w/o issues.OP, to try with a new slim etch wafer..",RF1 DC/V not coming on.,Stopped process and unloaded the wafer. Ran a dummy with the monitor recipe and completed process without issues. Operator to try with a new slim etch wafer.,RF voltage is out of compliance
234,RIE03     ,0,6/29/2026 17:52,UMCOMP,D,"PROBLEM:Slim Etch rate qual, PRC:Per ME run etch rate qual., Action:Running etchrate qual.Change the, ICP go on delay to 2000ms., PROBLEM:Slim Etch rate qual, PRC:Per ME run etch rate qual., Action:Running etchrate qual.Change the, ICP go on delay to 2000ms., PROBLEM:Slim Etch rate qual, PRC:Per ME run etch rate qual., Action:Running etchrate qual.Change the, ICP go on delay to 2000ms.",Slim etch rate qualification issue requiring etch rate qual per ME,Running etch rate qualification; changed ICP go-on delay to 2000 ms,
235,RIE03     ,0,7/6/2026 17:25,UMCOMP,D,"PROBLEM:Robot would not retract., PRC:Communication issue., Action:Homed both elevator and the robot, tested with a wafer.Cassette mapped and, wafer loaded the PM and unloaded w/o, any issues.RTM..., PROBLEM:Robot would not retract., PRC:Communication issue., Action:Homed both elevator and the robot, tested with a wafer.Cassette mapped and, wafer loaded the PM and unloaded w/o, any issues.RTM..., PROBLEM:Robot would not retract., PRC:Communication issue., Action:Homed both elevator and the robot, tested with a wafer.Cassette mapped and, wafer loaded the PM and unloaded w/o, any issues.RTM...",Robot would not retract; communication issue,Homed both elevator and robot; tested with a wafer; mapped cassette; loaded wafer to PM and unloaded without issues; RTM,System Operating issues
236,RIE03     ,0,7/7/2026 3:19,UMCOMP,D,"Problem: Failed etch qual., Action: Ran ALTIC burn-in.,         Return to qual., Problem: Failed etch qual., Action: Ran ALTIC burn-in.,         Return to qual., Problem: Failed etch qual., Action: Ran ALTIC burn-in.,         Return to qual.",Failed etch qual.,"Ran ALTIC burn-in, then returned to qual (repeated process).",
237,RIE03     ,0,7/7/2026 11:21,UMCOMP,D,"2000ms,After qual run changed back to, 5000ms.., Problem:Etch rate failed., PRC:ICP on delay, Action:Change the delay from 5000ms to, 2000ms,After qual run changed back to, 5000ms.., Problem:Etch rate failed., PRC:ICP on delay, Action:Change the delay from 5000ms to, 2000ms,After qual run changed back to, 5000ms.., Problem:Etch rate failed., PRC:ICP on delay, Action:Change the delay from 5000ms to",Etch rate failed.,Changed ICP on delay from 5000ms to 2000ms; after qualification run changed back to 5000ms.,
238,RIE03     ,0,7/8/2026 0:20,UMCOMP,D,"Problem: DC/RF did not tune-in., Action: Failed tune on dummy wafer,, but completed prod wafer., Recipe PP3_ASH_6W_7M, Ran dummy wafer same recipe no problem., Qual as needed., Problem: DC/RF did not tune-in., Action: Failed tune on dummy wafer,, but completed prod wafer., Recipe PP3_ASH_6W_7M, Ran dummy wafer same recipe no problem., Qual as needed., Problem: DC/RF did not tune-in., Action: Failed tune on dummy wafer,, but completed prod wafer., Recipe PP3_ASH_6W_7M, Ran dummy wafer same recipe no problem., Qual as needed.",DC/RF did not tune-in; failed tune on dummy wafer but completed product wafer using recipe PP3_ASH_6W_7M,Ran dummy wafer with recipe PP3_ASH_6W_7M (tune failed); ran product wafer with same recipe (completed); reran dummy wafer with same recipe (no problem); qualify as needed,
239,RIE03     ,0,7/8/2026 22:14,UMCOMP,D,"Test run completed w/o any issue. RTP., Test run completed w/o any issue. RTP., Test run completed w/o any issue. RTP.",,Test run completed without any issue (RTP) multiple times.,
240,RIE03     ,0,7/10/2026 23:29,UMCOMP,D,"Test run completed w/o any issue. RTP., Test run completed w/o any issue. RTP., Test run completed w/o any issue. RTP.",,Test run completed without any issues (RTP) multiple times.,
241,RIE03     ,0,7/11/2026 21:55,UMCOMP,D,"no problems with process.  RTP, no problems with process.  RTP, no problems with process.  RTP",,,
242,RIE03     ,0,7/15/2026 5:03,UMCOMP,D,"Problem: TM not pumping., Action: Cleaned door o-ring and seal, surface. Qual as needed., Problem: TM not pumping., Action: Cleaned door o-ring and seal, surface. Qual as needed., Problem: TM not pumping., Action: Cleaned door o-ring and seal, surface. Qual as needed.",TM not pumping.,Cleaned door o-ring and seal surface; qualified as needed.,
243,RIE03     ,0,7/16/2026 16:17,UMCOMP,D,"Problem:, Gas panel was leaking., Action:, Gas panel was installed., Problem:, Gas panel was leaking., Action:, Gas panel was installed., Problem:, Gas panel was leaking., Action:, Gas panel was installed.",Gas panel was leaking.,Gas panel was installed.,
244,RIE03     ,0,7/17/2026 3:44,UMCOMP,D,"Chamber conditioning completed. RTP., Chamber conditioning completed. RTP., Chamber conditioning completed. RTP.",,Chamber conditioning completed for RTP (repeated three times).,
245,RIE03     ,0,7/20/2026 16:48,UMCOMP,D,"Problem:RF/DC V failed., PRC:N2O2 recipe, Action:Stop process and unloaded., As per ME SamL., Do not run N2O2 qual or any N2O2 recipes, Run Slim etch rate qual, and if pass,, MSPA-O2, PMR-MIX2, PP3_ASH_6W_7M, and, O2PRRE5M are up and start MPL1O24 S/A., Problem:RF/DC V failed., PRC:N2O2 recipe, Action:Stop process and unloaded., As per ME SamL., Do not run N2O2 qual or any N2O2 recipes, Run Slim etch rate qual, and if pass,, MSPA-O2, PMR-MIX2, PP3_ASH_6W_7M, and, O2PRRE5M are up and start MPL1O24 S/A., Problem:RF/DC V failed., PRC:N2O2 recipe, Action:Stop process and unloaded., As per ME SamL., Do not run N2O2 qual or any N2O2 recipes, Run Slim etch rate qual, and if pass,, MSPA-O2, PMR-MIX2, PP3_ASH_6W_7M, and, O2PRRE5M are up and start MPL1O24 S/A.",RF/DC V failed during PRC:N2O2 recipe.,"Stopped process and unloaded. As per ME SamL: Do not run N2O2 qual or any N2O2 recipes. Run Slim etch rate qual, and if it passes, ensure MSPA-O2, PMR-MIX2, PP3_ASH_6W_7M, and O2PRRE5M are up and then start MPL1O24 S/A.",
0,RIE03     ,0,1/9/2024 17:01,DOWN,D,"PER MAINT. TOOL DOWN FOR FACILITY WATER, ISSUE.",Tool down due to facility water issue during preventive maintenance.,,Facility Issues
1,RIE03     ,0,1/9/2024 17:03,UMIP,D,Tool down for facilities PCW issue.,Tool down due to facilities PCW issue.,,Facility Issues
4,RIE03     ,0,1/14/2024 21:59,DOWN,D,"Could not open PM2 slit valve took too, long to open.,  Slot #1 : Process done,  Slot #2 : inside PM2.,  Slot #3 to 11 inside cassette., Pls chk.Thanks!",PM2 slit valve could not open and took too long to open.,Please check.,slit valve issues
6,RIE03     ,0,1/22/2024 21:50,DOWN,D,"tried typing in JOB ID but tool keyboard, not working. pls. check.. Thanks...",Tool keyboard not working when trying to type in JOB ID.,Check tool keyboard.,System Operating issues
8,RIE03     ,0,1/23/2024 6:02,DOWN,D,GUI LOCKED UP PLS. CHK. THANKS,GUI locked up,Check,System Operating issues
10,RIE03     ,0,1/23/2024 10:19,DOWN,D,KEY BOARD NOT WORKING (GUI),Keyboard not working on GUI.,,System Operating issues
12,RIE03     ,0,1/26/2024 9:00,DOWN,D,"TOOL alarm:Could not open PM2 slit valve, Slit valve TOOk too long to open, Cassette2, SloT# 2  : wafer still inside chamber.","PM2 slit valve could not open; slit valve took too long to open, with wafer still inside chamber at Cassette2 Slot#2.",,slit valve issues
14,RIE03     ,0,1/26/2024 16:18,DOWN,D,"tool alarm:Pressure is out of compliance, setpoint = 1.E-3 or below., Actual = 1.22E-4 torr., Cassette2: TOOL# AE, slot# 1-5   : wafer done,         6   : wafer inside chamber,       7-11  : Waiting still at cassette,               (not process yet).",Tool alarm: Pressure is out of compliance relative to the specified setpoint threshold.,,Pressure Out of compliance
16,RIE03     ,0,1/28/2024 8:42,DOWN,D,"Alarmed:Could not open PM2 slit valve., Slit valve took too long to open., Cassette2 (TOOL RUN # AF), Slot# 1  : wafer done,       2  : wafer inside chamber,       3  : wafer still at cassette,            ( not process yet).",PM2 slit valve could not open; slit valve took too long to open.,,slit valve issues
18,RIE03     ,0,1/29/2024 9:06,EWAIV,U,NEED S/A FOR RCP: MPL1024,Need service action for RCP: MPL1024.,Service action needed for RCP MPL1024.,Recipe issues
19,RIE03     ,0,1/29/2024 23:47,DOWN,D,"Could not open PM2 slit valve:Slit valve, took too long to open, Right PM2 Job Id  AA, Slot1- dummy wfr., Slot2- Slot5- prod. wfrs. process done, Slot6- Slot9 - wfrs. still @ cassette, not process yet, pls. unload wrs. THANKS",PM2 slit valve could not open because the slit valve took too long to open.,"Unload wafers; Slot1 dummy wafer, Slot2-Slot5 production wafers processed, Slot6-Slot9 wafers still at cassette and not processed yet.",slit valve issues
21,RIE03     ,0,2/6/2024 23:09,DOWN,D,"Power glitch. tool monitor black screen, 1 wafer inside tool.",Power glitch caused the tool monitor to go black while 1 wafer was inside the tool.,,Power glitch issues
23,RIE03     ,0,3/2/2024 8:23,DOWN,D,"tool alarm; Process interrupted:, PM2 temp3 is not on., CASSETTE1: TOOL RUN # AX, SLOT# 1   : DUMMY WAFER INSIDE CHAMBE,       2-3 : WAFER STILL AT CASSETE,             (NOT PROCESS YET).",Process interrupted because PM2 temp3 is not on; dummy wafer inside chamber and wafers in slots 2-3 were not processed yet.,,System Operating issues
25,RIE03     ,0,3/4/2024 18:38,DOWN,D,"Alarm: Poor quality chuck seal: Helium, flow=5.58sccm, limit is 5.00, slot#1-2 = at cassette""process done"", slot#3 = inside chamber, slot#4-7 = at cassette not processed yet, Please unload wafers...",Poor quality chuck seal causing helium flow alarm; helium flow is above limit while wafer remains inside chamber.,Please unload wafers.,Chuck seal issues
27,RIE03     ,0,6/1/2024 21:32,DOWN,D,"Material was not detected on the robot, arm after a get operation., CASSETTE1,  SLOT#1 - DUMMY @ROBOT ARM,  SLOT#2-3 - STILL IN LL NOT PROCESS YET, PLS CHECK AND UNLOAD WAFERS.... THANKS!",Material was not detected on the robot arm after a get operation; wafer location mismatch with wafers still in load lock and dummy at robot arm.,Please check and unload wafers.,Material or wafer was not detected
28,RIE03     ,0,6/7/2024 7:34,DOWN,D,Tool went down for POWER GLITCH.,POWER GLITCH,,Power glitch issues
30,RIE03     ,0,6/19/2024 17:17,UMIP,D,"~UPDATE: Been running O2 Gas flow in the,  new MFC and lines for over 1hr. Turned,  off gas flow. Putting tool down for,  manpower. Will need to run some dummies,  to check for functionality per EE., ~Please reach out to EE for questions., ________________________________________",Tool down for manpower after running O2 gas flow with new MFC and lines; functionality still needs to be checked.,Ran O2 gas flow in the new MFC and lines for over 1 hour; turned off gas flow; putting tool down; need to run dummies to check functionality per EE; reach out to EE for questions.,MFC issues
31,RIE03     ,0,6/22/2024 9:12,UP,U,,Tool down for manpower after running O2 gas flow with new MFC and lines; functionality still needs to be checked.,Ran O2 gas flow in the new MFC and lines for over 1 hour; turned off gas flow; putting tool down; need to run dummies to check functionality per EE; reach out to EE for questions.,MFC issues
32,RIE03     ,0,6/26/2024 9:41,TIMSPMDOWN,D,PMWAIV1 expired!,PMWAIV1 expired,,PMWAIV1/PMWAIV2
33,RIE03     ,0,6/26/2024 14:53,TIMSPMWV2,U,PMWAIV2,PMWAIV2,,PMWAIV1/PMWAIV2
34,RIE03     ,0,6/26/2024 18:41,EWAIT,U,,PMWAIV2,,PMWAIV1/PMWAIV2
35,RIE03     ,0,6/27/2024 8:55,EWAIT,U,,PMWAIV2,,PMWAIV1/PMWAIV2
36,RIE03     ,0,6/28/2024 7:57,TIMSPMWV2,U,PMWAIV2,PMWAIV2,,PMWAIV1/PMWAIV2
37,RIE03     ,0,7/19/2024 0:32,EMIS,U,E-LOG NOT WORKING,E-LOG not working,,"Software, PCS, ELOG issues"
38,RIE03     ,0,7/22/2024 5:51,FABDOWN,U,,E-LOG not working,,"Software, PCS, ELOG issues"
39,RIE03     ,0,7/25/2024 10:41,DOWN,D,"Alarmed:, Poor Quality chuck seal. Helium Flow =, 5.01sccm, limit is 5.00., PLEASE CHECK:, CASSETTE 2 TOOL RUN # AT, SLOT 1 ->>> DUMMY SITS IN THE CHAMBER., SLOT 2->> PROD WAFER STILL IN LL. NOT, PROCESS.","Poor Quality chuck seal; helium flow alarmed at 5.01 sccm exceeding limit 5.00 sccm. Dummy wafer remains in chamber and production wafer is still in load lock, not processed.","Please check cassette 2 tool run; verify slot 1 dummy wafer in chamber and slot 2 production wafer still in load lock, not processed.",Chuck seal issues
41,RIE03     ,0,8/8/2024 1:10,EMIS,U,PCS/ELOG NOT WORKING AGAIN,PCS/ELOG not working again,,"Software, PCS, ELOG issues"
42,RIE03     ,0,8/9/2024 1:44,DOWN,D,Power Glitch,Power glitch,,Power glitch issues
43,RIE03     ,0,8/9/2024 4:22,UMIP,D,"Recovereed pump and chiller., Boot computer. System will not, initialize.",System will not initialize.,Recovered pump and chiller; boot computer.,System Operating issues
45,RIE03     ,0,8/13/2024 17:30,DOWN,D,"ALARM!SLOT#2,MATERIALWAS NOT DETECTED,       ON THE ROBOT ARM PRIOR TO PUT,       OPERATION.SLOT #2 NOT PROCESS YET,       SLOT#3 TO #6 STILL IN LL,       ENG TEST DUMMY..","Material was not detected on the robot arm prior to put operation; Slot #2 not processed yet, while Slots #3 to #6 are still in LL.",,Material or wafer was not detected
47,RIE03     ,0,8/14/2024 16:40,DOWN,D,"OPERATOR ACCIDENTALLY HIT THE, EMERGENCY STOP BUTTON AND THE TOOL, SHUT-OFF. MAINT. RECOVERING IT..","Operator accidentally hit the emergency stop button, causing the tool to shut off.",Maintenance recovering it.,System Operating issues
49,RIE03     ,0,8/20/2024 15:35,DOWN,D,"POWER OUTRAGE.,  3 PROD WAFER ON LL PROCESS DONE.",Power outrage.,,Others
50,RIE03     ,0,8/20/2024 18:43,UMIP,D,POWER GLITCH....,Power glitch,,Power glitch issues
51,RIE03     ,0,9/10/2024 20:25,DOWN,D,"TOOL ALARMED FOR HELIUM TOOK TOO LONG, TO STABILIZE, WAFER# 4A2J4N IS INSIDE THE CHAMBER, PLEASE CHECK",Tool alarmed because helium took too long to stabilize while wafer 4A2J4N was inside the chamber.,Please check.,helium took too long to stabilize
53,RIE03     ,0,9/17/2024 19:46,DOWN,D,"Tool Alarm: Poor quality chuck seal:, Helium flow=6.09sccm, limitis 5.00, 1 dummy + 6 wafers in process, Slot1 dummy: Inside the chamber, Slot2-7: On LL, Please check",Poor quality chuck seal indicated by helium flow exceeding the limit during process.,Please check,Chuck seal issues
55,RIE03     ,0,10/1/2024 0:26,DOWN,D,"TOOL ALARM:Poor quality chuck seal:, Helium flow = 5.64sccm, limit is 5.00, Slot 1-4: Processed, Slot 5  : Dummy  (Inside the chamber), Slot 6  : Not yet started (On LL), Please check..Thanks",Poor quality chuck seal causing helium flow alarm; helium flow is above limit.,Please check.,Chuck seal issues
59,RIE03     ,0,10/13/2024 20:41,DOWN,D,"Material was not detected on the robot, arm prior to a put operation., SLOT#1 @ROBOT ARM, SLOT#2 - STILL IN LL NOT PROCESS YET., PLS CHECK..... THANKS!",Material was not detected on the robot arm prior to a put operation; slot #2 is still in load lock and not processed yet.,Please check.,Material or wafer was not detected
61,RIE03     ,0,10/17/2024 3:43,DOWN,D,"TOOL ALARM: Material was not detedted, on the robot arm prior to a put operatio, Slot1   Dummy ..On the robot arm, Slot2-4 Process not yet started, Please check",Tool alarm: material was not detected on the robot arm prior to a put operation.,Please check.,Material or wafer was not detected
63,RIE03     ,0,10/17/2024 8:58,DOWN,D,"Presure is out of compliance.setpoint, = 1E-3 or below, Actual=9.77E-5 Torr,  Slot 1 to 5 done,   ""   6 alarm,   ---------------------------------",Pressure out of compliance/alarm condition during processing at slot 6.,Slots 1 to 5 done; slot 6 alarmed.,Pressure Out of compliance
65,RIE03     ,0,10/20/2024 4:51,EWAIV,U,"Need S/A for RCP: MPL1O24, TMR-FLTR-RIE","Need S/A for RCP: MPL1O24, TMR-FLTR-RIE",,Recipe issues
67,RIE03     ,0,11/19/2024 14:12,DOWN,D,"Alarm: could not open PM2 slit valve, :Slit valve took too long to open.,     Slot 1- 6 done,          7 got larm,          8 still in cassette,    ---------------------------------","PM2 slit valve could not open because the slit valve took too long to open, causing an alarm at slot 7.",,Power glitch issues
69,RIE03     ,0,11/19/2024 18:33,DOWN,D,"Material was not detected on the robot, arm prior to a put operation, Slot 1 : Dummy On the robot arm, Slot2-4: Process not started, Pl.Chk",Material was not detected on the robot arm prior to a put operation; robot arm slot issue with Slot 1 dummy and Slot 2-4 process not started.,,Material or wafer was not detected
71,RIE03     ,0,11/23/2024 1:34,DOWN,D,"Could not open PM2 slit valve slit valve, took too long to open.,  wafer inside robot arm!, Pls chk.Thanks!",PM2 slit valve could not open and took too long to open; wafer remained on the robot arm.,Please check.,slit valve issues
72,RIE03     ,0,11/23/2024 14:30,DOWN,D,"ALARM: Slit valve took too long to open, RUN#  : RIE03, TOOL RUN NO: AR | RECIPE: PMR-MIX2, SLOT 1 - 4 = Process done, SLOT     5 = Inside chamber, Pls check, and unload wafers. Thanks...",Slit valve took too long to open; wafer in slot 5 remains inside chamber.,Check and unload wafers.,slit valve issues
74,RIE03     ,0,11/30/2024 20:16,DOWN,D,"Monitor screen freeze. Unable to unload, wafers..",Monitor screen freeze causing inability to unload wafers,,System Operating issues
